fqdn,ip_addr,port,cloud_type,method,url,vendor_name,prod_name,prod_version,prod_trigger,prod_type,prod_vuln,origin_login,origin_login_trigger,wrong_comment,error_msg,server_header,log,date
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/user.php,xoops,xoops,*,/user.php,CMS,"CVE-2017-11174
CVE-2017-7290
CVE-2017-12138
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132031071.log,2018/10/23 13:20:31
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/icons/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132059107.log,2018/10/23 13:20:59
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/icons/,apache,http_server,*,/icons/,Web,"CVE-2017-3167
CVE-2017-3169
CVE-2017-7668
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132059107.log,2018/10/23 13:20:59
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/manual/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132100802.log,2018/10/23 13:21:00
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/manual/,apache,http_server,*,/manual/,Web,"CVE-2017-3167
CVE-2017-3169
CVE-2017-7668
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132100802.log,2018/10/23 13:21:00
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/wp-content/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132102318.log,2018/10/23 13:21:02
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/wp-content/,wordpress,wordpress,*,/wp-content/,CMS,"CVE-2017-14723
CVE-2017-16510
CVE-2017-5611
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132102318.log,2018/10/23 13:21:02
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/wp-includes/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132103775.log,2018/10/23 13:21:03
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/wp-includes/,wordpress,wordpress,*,/wp-includes/,CMS,"CVE-2017-14723
CVE-2017-16510
CVE-2017-5611
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132103775.log,2018/10/23 13:21:03
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/wp-json/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132105301.log,2018/10/23 13:21:05
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/wp-json/,wordpress,wordpress,*,/wp-json/,CMS,"CVE-2017-14723
CVE-2017-16510
CVE-2017-5611
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132105301.log,2018/10/23 13:21:05
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/xmlrpc.php,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132106853.log,2018/10/23 13:21:06
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/xmlrpc.php,wordpress,wordpress,*,/xmlrpc.php,CMS,"CVE-2017-14723
CVE-2017-16510
CVE-2017-5611
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132106853.log,2018/10/23 13:21:06
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/feed/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132108376.log,2018/10/23 13:21:08
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/feed/,wordpress,wordpress,*,/feed/,CMS,"CVE-2017-14723
CVE-2017-16510
CVE-2017-5611
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132108376.log,2018/10/23 13:21:08
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/core/misc/drupalSettingsLoader.js,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132109857.log,2018/10/23 13:21:09
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/core/misc/drupalSettingsLoader.js,drupal,drupal,*,/core/misc/drupalSettingsLoader.js,CMS,"CVE-2017-6920
CVE-2018-7600
CVE-2018-7602
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132109857.log,2018/10/23 13:21:09
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/core/misc/drupal.js,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132111390.log,2018/10/23 13:21:11
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/core/misc/drupal.js,drupal,drupal,*,/core/misc/drupal.js,CMS,"CVE-2017-6920
CVE-2018-7600
CVE-2018-7602
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132111390.log,2018/10/23 13:21:11
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/core/misc/drupal.init.js,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132112938.log,2018/10/23 13:21:12
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/core/misc/drupal.init.js,drupal,drupal,*,/core/misc/drupal.init.js,CMS,"CVE-2017-6920
CVE-2018-7600
CVE-2018-7602
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132112938.log,2018/10/23 13:21:12
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/themes/bootstrap/js/drupal.bootstrap.js,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132114452.log,2018/10/23 13:21:14
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/themes/bootstrap/js/drupal.bootstrap.js,drupal,drupal,*,/themes/bootstrap/js/drupal.bootstrap.js,CMS,"CVE-2017-6920
CVE-2018-7600
CVE-2018-7602
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132114452.log,2018/10/23 13:21:14
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/drupal/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132115986.log,2018/10/23 13:21:15
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/drupal/,drupal,drupal,*,/drupal/,CMS,"CVE-2017-6920
CVE-2018-7600
CVE-2018-7602
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132115986.log,2018/10/23 13:21:15
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/joomla/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132117538.log,2018/10/23 13:21:17
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/joomla/,joomla,joomla\!,*,/joomla/,CMS,"CVE-2016-8869
CVE-2016-9081
CVE-2016-9836
",*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132117538.log,2018/10/23 13:21:17
google-gruyere.appspot.com,172.217.25.212,443,*,Direct,https://google-gruyere.appspot.com:443/404763958046908373156707185267202684958/templates/joomla/,-,-,-,-,-,-,*,*,-,-,Server: Google Frontend,C:\Users\itaka\PycharmProjects\GyoiThonLight\modules\../logs\https_google-gruyere.appspot.com_443_20181023132119092.log,2018/10/23 13:21:19
